Id,SalePrice
1461,118700.89484469239
1462,157969.69347339903
1463,175792.8056287919
1464,194305.58130791545
1465,180385.66944335258
1466,171629.7573173805
1467,185801.47238134634
1468,161683.8959105721
1469,183970.2853940038
1470,119326.36886337318
1471,195261.22575682536
1472,108457.22416811711
1473,103283.60559516211
1474,146251.05113354424
1475,114313.26038115643
1476,339839.79240944824
1477,231720.2860556626
1478,272581.4085336866
1479,264581.01569699147
1480,525640.2261008108
1481,300633.1520384008
1482,189206.3149174233
1483,176786.49525362547
1484,162711.36517078412
1485,182242.36270277348
1486,195876.17370257893
1487,309253.17739717866
1488,222501.10045914818
1489,185381.65400780475
1490,234494.26786639166
1491,192403.48970614033
1492,88671.1806094496
1493,178799.4632206583
1494,285007.89421810425
1495,278376.7104791448
1496,224705.8514644935
1497,171225.99917878487
1498,160019.939169083
1499,159749.35919909732
1500,156505.74057914992
1501,174966.18516715476
1502,152781.6957979998
1503,266606.53312452266
1504,238454.62424041348
1505,221769.66324109322
1506,193602.0016482564
1507,254890.87197401715
1508,193854.86697077888
1509,150769.2982248197
1510,141527.47534926783
1511,151570.4502977076
1512,179557.2956454507
1513,143384.66048932166
1514,151662.37756149718
1515,192280.07757038734
1516,144048.72114256193
1517,169620.9536556333
1518,137123.87999895794
1519,222973.23604490838
1520,128415.71627936364
1521,130796.11589803809
1522,173904.76174032543
1523,104490.94876440508
1524,117918.24759741811
1525,114458.47749920886
1526,101618.30167876692
1527,102257.58537380672
1528,142034.07465235496
1529,143903.09243341433
1530,181370.47784775417
1531,115679.83633041587
1532,101570.90195743497
1533,159093.20288164972
1534,129617.03505318989
1535,153344.97858034362
1536,110694.61984160006
1537,61858.62990016333
1538,137729.0557053888
1539,191975.04156828547
1540,90639.42197043283
1541,135406.83866327623
1542,141479.52340117685
1543,174355.72430445097
1544,86935.30584359376
1545,103163.67179102969
1546,126443.5010895876
1547,128034.63112670313
1548,125304.74293843552
1549,113084.81214671145
1550,125965.42132625938
1551,121002.70599903911
1552,133113.96778566047
1553,133986.86453539153
1554,123121.14208543999
1555,165432.16761816852
1556,84260.99140080898
1557,92585.24104159736
1558,105323.42562142022
1559,75208.69618485167
1560,136691.63143844868
1561,121819.84534115887
1562,134519.3604865419
1563,117819.80213732114
1564,163322.84568091718
1565,137598.11759352032
1566,225784.60352916573
1567,79365.45833626985
1568,236851.59378557836
1569,134977.87099598537
1570,138037.22946330498
1571,120590.52754293628
1572,145874.34379334497
1573,233190.29843073752
1574,117517.20069658352
1575,226812.07285310834
1576,246933.71141436123
1577,175451.57372006975
1578,133876.5697931474
1579,134675.16419285585
1580,189568.1461179261
1581,153933.3505671488
1582,121669.66560231529
1583,311275.02112312213
1584,221128.47093903355
1585,143838.02872285785
1586,69390.03620993436
1587,98485.77176870877
1588,148737.90865085064
1589,90103.40928939215
1590,134762.30087694785
1591,94181.44919610808
1592,125705.94823056621
1593,120929.52612559713
1594,123626.61442778932
1595,98788.2969326957
1596,207708.535446249
1597,168277.99408573576
1598,189437.413858908
1599,172955.00782596308
1600,169336.86806039384
1601,71164.4129149549
1602,120587.40276867816
1603,85860.69986979055
1604,259839.8936968731
1605,240929.31092731553
1606,169422.23890360608
1607,186019.28455951856
1608,210870.9980552841
1609,178156.00062451774
1610,144691.230779631
1611,135314.1207329542
1612,174051.74429312313
1613,163499.52566001777
1614,135365.55562276972
1615,97979.09503018096
1616,84773.64918497796
1617,100138.66222568406
1618,122402.78308003517
1619,137905.45181988316
1620,170999.9411250913
1621,134467.7138258222
1622,143984.20254018935
1623,263863.6936335256
1624,216490.3700391075
1625,116349.76847393025
1626,173011.70541710322
1627,193023.37998936255
1628,272822.1290707166
1629,170052.76442337048
1630,338101.6206923092
1631,203150.83882365178
1632,217584.03885591112
1633,167557.33696978583
1634,185157.36594030255
1635,179487.84939661372
1636,156607.72678849977
1637,198422.08153581506
1638,185612.94520995513
1639,179681.7690543256
1640,256637.0628171767
1641,180178.69003934303
1642,229627.83337562613
1643,222609.44377491833
1644,222984.57075237687
1645,229447.415770113
1646,163075.61322892216
1647,160078.1795265627
1648,130587.13891635604
1649,142880.88526593862
1650,107169.95853199573
1651,119804.32550593128
1652,108877.75592034438
1653,110839.95248486141
1654,139843.45400944457
1655,136543.09613476452
1656,138766.75046116
1657,140396.40232478577
1658,142364.39777351075
1659,115521.44502600026
1660,156789.28605823885
1661,463709.1112472854
1662,363437.10031279724
1663,359662.60979029216
1664,543951.7975498305
1665,281483.70945050707
1666,316136.194604697
1667,346694.32398441253
1668,327318.01050716237
1669,275072.6766779049
1670,333858.6810506849
1671,268802.0963117327
1672,447185.3843433141
1673,276772.641474259
1674,229534.8996275875
1675,187126.77810303628
1676,190272.41410653855
1677,200418.89638762595
1678,472187.4438698384
1679,373268.633266493
1680,303334.2688991475
1681,225647.5778632448
1682,290857.45907977526
1683,176953.07823787135
1684,180333.0285033992
1685,178786.9528753055
1686,168201.04679290042
1687,171402.19913077407
1688,194480.28908619354
1689,195907.92642855347
1690,201909.81248501342
1691,191057.81532802313
1692,257012.06694885937
1693,172854.5234201978
1694,181225.981218719
1695,158874.36108996792
1696,277707.41313756065
1697,164439.44293964677
1698,339242.0122497586
1699,316183.3261699284
1700,245756.6667406623
1701,264762.2909591169
1702,239640.09313623444
1703,239721.60573855176
1704,272080.5818493999
1705,230850.40082547188
1706,457869.56845147285
1707,208791.44702470966
1708,197064.33218205912
1709,255077.8523334227
1710,209946.474077827
1711,255026.56928312016
1712,256617.19328430013
1713,267079.6974159078
1714,223305.57932671678
1715,201900.8710456089
1716,180024.6412582106
1717,169283.2847556951
1718,132894.40847749155
1719,203353.61005886242
1720,241106.52800834033
1721,167701.86252607743
1722,127465.74080602959
1723,162163.7765708161
1724,203800.26535698771
1725,233160.83771733363
1726,182331.31902031964
1727,149753.039254845
1728,184579.49252118618
1729,156220.1593839782
1730,154861.72600304865
1731,123182.23532696345
1732,131007.2033895474
1733,112546.8801017791
1734,121636.05868723505
1735,142496.3859329068
1736,113825.60341044408
1737,294295.9082872537
1738,232176.47517022266
1739,264994.82776786404
1740,214738.02413110985
1741,187145.0899536686
1742,166340.08614030015
1743,175663.7611186016
1744,301246.6972032379
1745,196562.92295482842
1746,181827.10484418913
1747,210597.0907405379
1748,231185.01387563947
1749,153517.72217095204
1750,127109.0317875603
1751,252726.75012726584
1752,116634.14926339714
1753,148923.0671481066
1754,193185.85324468516
1755,168321.21965254514
1756,124159.22421487603
1757,116128.30845494567
1758,142249.62596929725
1759,153051.85591688598
1760,165986.11577914003
1761,142982.50090248903
1762,170472.8217627202
1763,176062.42616061313
1764,111146.22109309345
1765,174122.09770390906
1766,196615.56921974267
1767,235283.80356265156
1768,138438.93091296064
1769,166047.3373984418
1770,158206.33290857123
1771,112570.41478905009
1772,133753.73295264898
1773,124259.58745889441
1774,150193.59256986517
1775,136299.8869681826
1776,118273.04378735347
1777,109654.68167914957
1778,145947.31758970433
1779,115722.31275157545
1780,175178.6028907734
1781,121899.7361589282
1782,91434.99848963898
1783,141816.77494550633
1784,106411.63205801422
1785,114055.6159239532
1786,131986.84327402632
1787,166862.95714996714
1788,70580.00901019972
1789,91962.25405071248
1790,83867.14071197162
1791,201464.33815065614
1792,157740.02866243565
1793,132460.91199898042
1794,157232.93508853624
1795,130206.49178894024
1796,128155.96162018972
1797,111247.66970055865
1798,115758.98048908627
1799,105313.46018088737
1800,121781.81069255923
1801,126607.38511081852
1802,128572.694628533
1803,147033.74470473183
1804,141942.4140039209
1805,136056.9248934984
1806,132757.5693335662
1807,129341.28578648051
1808,115974.37159143099
1809,116388.54565219537
1810,132817.25297935866
1811,97944.4198856461
1812,87687.28027534873
1813,117647.62963897942
1814,95372.0582555958
1815,58963.02052542584
1816,106584.05737950592
1817,107462.91693761805
1818,151407.67929637613
1819,131578.95286013605
1820,74836.26170327133
1821,119824.18063005546
1822,151174.72166620544
1823,55982.59374316076
1824,116556.70831439155
1825,128661.75877068777
1826,105225.7786922101
1827,98109.9239101344
1828,124849.07602165727
1829,117977.85127548156
1830,139978.97719997013
1831,139183.051212329
1832,83948.54457616132
1833,144040.9770994387
1834,138976.63781551013
1835,113182.14983609579
1836,121566.92385901706
1837,84910.82552857135
1838,130888.78263752654
1839,115928.44236132526
1840,129829.89522597888
1841,128824.04992889267
1842,86442.81570429541
1843,124274.58686281779
1844,131568.0838256776
1845,132073.2271075898
1846,152085.79638846946
1847,156095.6850010528
1848,56502.62838066885
1849,104084.39984861188
1850,114447.76972338652
1851,151014.6190755125
1852,122062.77210885925
1853,132326.6649411486
1854,168248.59885522418
1855,144894.07906671535
1856,219834.15265722887
1857,141202.19546884522
1858,134247.70791905024
1859,117399.75215771492
1860,150347.3272413023
1861,116825.44611552048
1862,329289.3371514074
1863,327688.8153080003
1864,327695.55106028146
1865,322197.8659019636
1866,319670.0555976759
1867,222230.4239653952
1868,299570.5171247241
1869,206376.4059678366
1870,226179.05202869972
1871,231670.93466660572
1872,177350.06605453725
1873,237565.24479820102
1874,145604.5682670902
